receipt_id,visit_id,paid_at,payment_method,customer_id,subtotal_yen,discount_total_yen,tax_rate_applied,tax_rate_hist_id,tax_yen,total_yen,applied_discount_ids,points_earned,points_used
R00000224,V00000224,2025-01-05T08:03:52+09:00,cash,,8340,517,0.08,TH00000003,626,8449,D001|D002,0,0
R00000225,V00000225,2025-01-05T10:41:30+09:00,card,,6240,412,0.08,TH00000003,466,6294,D001|D002,0,0
R00000226,V00000226,2025-01-05T08:04:47+09:00,cash,,3120,256,0.08,TH00000003,229,3093,D001|D002,0,0
R00000227,V00000227,2025-01-05T13:47:59+09:00,cash,,6000,400,0.08,TH00000003,448,6048,D001|D002,0,0
R00000228,V00000228,2025-01-05T20:02:24+09:00,qr,,5410,371,0.08,TH00000003,403,5442,D001|D002,0,0
R00000229,V00000229,2025-01-05T22:15:44+09:00,card,,8870,544,0.08,TH00000003,666,8992,D001|D002,0,0
R00000230,V00000230,2025-01-05T21:34:13+09:00,cash,,2770,239,0.08,TH00000003,202,2733,D001|D002,0,0
R00000231,V00000231,2025-01-05T11:11:24+09:00,cash,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00000232,V00000232,2025-01-05T12:31:24+09:00,cash,C00000063,15070,854,0.08,TH00000003,1137,15353,D001|D002,0,0
R00000233,V00000233,2025-01-05T14:44:20+09:00,cash,,13230,762,0.08,TH00000003,997,13465,D001|D002,0,0
R00000234,V00000234,2025-01-05T16:27:39+09:00,cash,,2630,232,0.08,TH00000003,192,2590,D001|D002,0,0
R00000235,V00000235,2025-01-05T11:55:38+09:00,qr,,14040,802,0.08,TH00000003,1059,14297,D001|D002,0,0
R00000236,V00000236,2025-01-05T09:23:59+09:00,qr,C00000064,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00000237,V00000237,2025-01-05T19:06:04+09:00,cash,,3970,299,0.08,TH00000003,294,3965,D001|D002,0,0
R00000238,V00000238,2025-01-05T19:52:31+09:00,qr,,5000,350,0.08,TH00000003,372,5022,D001|D002,0,0
R00000239,V00000239,2025-01-05T13:11:59+09:00,qr,C00000065,4630,332,0.08,TH00000003,344,4642,D001|D002,0,0
R00000240,V00000240,2025-01-05T14:48:22+09:00,cash,,8040,502,0.08,TH00000003,603,8141,D001|D002,0,0
R00000241,V00000241,2025-01-05T14:16:53+09:00,cash,,3590,280,0.08,TH00000003,265,3575,D001|D002,0,0
R00000242,V00000242,2025-01-05T16:22:12+09:00,cash,,4930,347,0.08,TH00000003,367,4950,D001|D002,0,0
R00000243,V00000243,2025-01-06T14:06:11+09:00,qr,C00000066,10830,642,0.08,TH00000003,815,11003,D001|D002,0,0
R00000244,V00000244,2025-01-06T18:53:28+09:00,cash,,11420,671,0.08,TH00000003,860,11609,D001|D002,0,0
R00000245,V00000245,2025-01-06T17:19:28+09:00,qr,C00000067,5920,396,0.08,TH00000003,442,5966,D001|D002,0,0
R00000246,V00000246,2025-01-06T10:32:41+09:00,cash,,3180,259,0.08,TH00000003,234,3155,D001|D002,0,0
R00000247,V00000247,2025-01-06T08:26:34+09:00,qr,C00000068,5850,393,0.08,TH00000003,437,5894,D001|D002,0,0
R00000248,V00000248,2025-01-06T13:39:53+09:00,qr,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00000249,V00000249,2025-01-06T11:27:10+09:00,qr,,8850,543,0.08,TH00000003,665,8972,D001|D002,0,0
R00000250,V00000250,2025-01-06T20:41:47+09:00,cash,C00000069,5420,371,0.08,TH00000003,404,5453,D001|D002,0,0
R00000251,V00000251,2025-01-06T14:50:29+09:00,qr,,9850,593,0.08,TH00000003,741,9998,D001|D002,0,0
R00000252,V00000252,2025-01-06T20:02:17+09:00,qr,,7570,479,0.08,TH00000003,567,7658,D001|D002,0,0
R00000253,V00000253,2025-01-06T18:35:44+09:00,card,C00000070,9750,588,0.08,TH00000003,733,9895,D001|D002,0,0
R00000254,V00000254,2025-01-06T22:28:58+09:00,qr,,8010,501,0.08,TH00000003,601,8110,D001|D002,0,0
R00000255,V00000255,2025-01-06T18:27:49+09:00,cash,,6640,432,0.08,TH00000003,497,6705,D001|D002,0,0
R00000256,V00000256,2025-01-06T19:50:28+09:00,card,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000257,V00000257,2025-01-06T12:14:54+09:00,cash,,9760,588,0.08,TH00000003,734,9906,D001|D002,0,0
R00000258,V00000258,2025-01-06T21:04:28+09:00,card,C00000071,10430,622,0.08,TH00000003,785,10593,D001|D002,0,0
R00000259,V00000259,2025-01-06T13:50:04+09:00,cash,C00000072,900,145,0.08,TH00000003,60,815,D001|D002,0,0
R00000260,V00000260,2025-01-06T13:14:21+09:00,card,C00000073,8780,539,0.08,TH00000003,659,8900,D001|D002,0,0
R00000261,V00000261,2025-01-06T19:32:12+09:00,qr,C00000074,5580,379,0.08,TH00000003,416,5617,D001|D002,0,0
R00000262,V00000262,2025-01-06T21:58:07+09:00,card,,11750,688,0.08,TH00000003,885,11947,D001|D002,0,0
R00000263,V00000263,2025-01-06T18:16:28+09:00,card,,2950,248,0.08,TH00000003,216,2918,D001|D002,0,0
R00000264,V00000264,2025-01-06T09:42:02+09:00,card,,6340,417,0.08,TH00000003,474,6397,D001|D002,0,0
R00000265,V00000265,2025-01-06T20:03:26+09:00,cash,C00000075,7000,450,0.08,TH00000003,524,7074,D001|D002,0,0
R00000266,V00000266,2025-01-06T10:07:07+09:00,qr,,2150,208,0.08,TH00000003,155,2097,D001|D002,0,0
R00000267,V00000267,2025-01-06T09:40:48+09:00,cash,,1870,194,0.08,TH00000003,134,1810,D001|D002,0,0
R00000268,V00000268,2025-01-06T20:24:58+09:00,card,,7540,477,0.08,TH00000003,565,7628,D001|D002,0,0
R00000269,V00000269,2025-01-06T08:24:57+09:00,cash,,5980,399,0.08,TH00000003,446,6027,D001|D002,0,0
R00000270,V00000270,2025-01-06T22:19:04+09:00,qr,,13880,794,0.08,TH00000003,1047,14133,D001|D002,0,0
R00000271,V00000271,2025-01-06T21:50:39+09:00,cash,C00000076,5460,373,0.08,TH00000003,407,5494,D001|D002,0,0
R00000272,V00000272,2025-01-06T14:59:19+09:00,qr,C00000077,5300,365,0.08,TH00000003,395,5330,D001|D002,0,0
R00000273,V00000273,2025-01-06T18:47:57+09:00,card,C00000078,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00000274,V00000274,2025-01-06T19:13:04+09:00,card,C00000079,6680,434,0.08,TH00000003,500,6746,D001|D002,0,0
R00000275,V00000275,2025-01-06T14:12:31+09:00,cash,,9510,576,0.08,TH00000003,715,9649,D001|D002,0,0
R00000276,V00000276,2025-01-06T20:21:12+09:00,card,C00000080,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00000277,V00000277,2025-01-06T12:31:13+09:00,qr,,10090,605,0.08,TH00000003,759,10244,D001|D002,0,0
R00000278,V00000278,2025-01-06T11:13:06+09:00,card,C00000081,11490,675,0.08,TH00000003,865,11680,D001|D002,0,0
R00000279,V00000279,2025-01-06T09:18:55+09:00,cash,,3210,261,0.08,TH00000003,236,3185,D001|D002,0,0
R00000280,V00000280,2025-01-07T20:10:02+09:00,card,,6430,422,0.08,TH00000003,481,6489,D001|D002,0,0
R00000281,V00000281,2025-01-07T13:16:21+09:00,cash,C00000082,3720,286,0.08,TH00000003,275,3709,D001|D002,0,0
R00000282,V00000282,2025-01-07T09:44:02+09:00,qr,,4230,312,0.08,TH00000003,313,4231,D001|D002,0,0
R00000283,V00000283,2025-01-07T11:05:06+09:00,qr,,7100,455,0.08,TH00000003,532,7177,D001|D002,0,0
R00000284,V00000284,2025-01-07T20:04:53+09:00,qr,,8030,502,0.08,TH00000003,602,8130,D001|D002,0,0
R00000285,V00000285,2025-01-07T19:29:57+09:00,qr,,13470,774,0.08,TH00000003,1016,13712,D001|D002,0,0
R00000286,V00000286,2025-01-07T10:08:46+09:00,card,C00000083,2990,250,0.08,TH00000003,219,2959,D001|D002,0,0
R00000287,V00000287,2025-01-07T15:13:08+09:00,cash,,13290,765,0.08,TH00000003,1002,13527,D001|D002,0,0
R00000288,V00000288,2025-01-07T17:49:19+09:00,qr,C00000084,5800,390,0.08,TH00000003,433,5843,D001|D002,0,0
R00000289,V00000289,2025-01-07T21:14:15+09:00,card,,5500,375,0.08,TH00000003,410,5535,D001|D002,0,0
R00000290,V00000290,2025-01-07T09:21:12+09:00,qr,,6700,435,0.08,TH00000003,501,6766,D001|D002,0,0
R00000291,V00000291,2025-01-07T09:52:22+09:00,qr,,7510,476,0.08,TH00000003,563,7597,D001|D002,0,0
R00000292,V00000292,2025-01-07T19:38:55+09:00,card,C00000085,5890,395,0.08,TH00000003,440,5935,D001|D002,0,0
R00000293,V00000293,2025-01-07T22:14:37+09:00,cash,,4290,315,0.08,TH00000003,318,4293,D001|D002,0,0
R00000294,V00000294,2025-01-07T19:17:36+09:00,cash,C00000086,15170,859,0.08,TH00000003,1145,15456,D001|D002,0,0
R00000295,V00000295,2025-01-07T16:24:19+09:00,qr,,9300,565,0.08,TH00000003,699,9434,D001|D002,0,0
R00000296,V00000296,2025-01-07T09:44:16+09:00,card,,12290,715,0.08,TH00000003,926,12501,D001|D002,0,0
R00000297,V00000297,2025-01-07T10:54:21+09:00,card,,13460,773,0.08,TH00000003,1015,13702,D001|D002,0,0
R00000298,V00000298,2025-01-07T08:47:13+09:00,cash,C00000087,6830,442,0.08,TH00000003,511,6899,D001|D002,0,0
R00000299,V00000299,2025-01-07T18:59:09+09:00,cash,C00000088,1360,168,0.08,TH00000003,95,1287,D001|D002,0,0
R00000300,V00000300,2025-01-07T21:38:49+09:00,cash,,7150,458,0.08,TH00000003,535,7227,D001|D002,0,0
R00000301,V00000301,2025-01-07T10:17:59+09:00,cash,,12670,734,0.08,TH00000003,955,12891,D001|D002,0,0
R00000302,V00000302,2025-01-07T10:03:59+09:00,qr,,8790,540,0.08,TH00000003,660,8910,D001|D002,0,0
R00000303,V00000303,2025-01-07T11:46:20+09:00,card,,800,140,0.08,TH00000003,53,713,D001|D002,0,0
R00000304,V00000304,2025-01-07T21:59:00+09:00,cash,,19380,1069,0.08,TH00000003,1465,19776,D001|D002,0,0
R00000305,V00000305,2025-01-07T14:02:23+09:00,qr,C00000089,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00000306,V00000306,2025-01-07T11:32:17+09:00,cash,C00000090,11050,653,0.08,TH00000003,832,11229,D001|D002,0,0
R00000307,V00000307,2025-01-07T21:30:21+09:00,card,C00000091,8960,548,0.08,TH00000003,673,9085,D001|D002,0,0
R00000308,V00000308,2025-01-07T17:23:45+09:00,cash,,4320,316,0.08,TH00000003,320,4324,D001|D002,0,0
R00000309,V00000309,2025-01-07T16:16:56+09:00,card,,12350,718,0.08,TH00000003,931,12563,D001|D002,0,0
R00000310,V00000310,2025-01-07T20:20:24+09:00,qr,,10830,642,0.08,TH00000003,815,11003,D001|D002,0,0
R00000311,V00000311,2025-01-07T20:50:31+09:00,cash,,2910,246,0.08,TH00000003,213,2877,D001|D002,0,0
R00000312,V00000312,2025-01-08T18:14:50+09:00,card,C00000092,7650,483,0.08,TH00000003,573,7740,D001|D002,0,0
R00000313,V00000313,2025-01-08T13:51:37+09:00,cash,,13560,778,0.08,TH00000003,1023,13805,D001|D002,0,0
R00000314,V00000314,2025-01-08T15:57:33+09:00,qr,C00000093,3550,278,0.08,TH00000003,262,3534,D001|D002,0,0
R00000315,V00000315,2025-01-08T15:49:33+09:00,qr,,9160,558,0.08,TH00000003,688,9290,D001|D002,0,0
R00000316,V00000316,2025-01-08T09:25:33+09:00,qr,,9280,564,0.08,TH00000003,697,9413,D001|D002,0,0
R00000317,V00000317,2025-01-08T16:11:59+09:00,qr,,3510,276,0.08,TH00000003,259,3493,D001|D002,0,0
R00000318,V00000318,2025-01-08T20:29:56+09:00,qr,C00000094,2720,236,0.08,TH00000003,199,2683,D001|D002,0,0
R00000319,V00000319,2025-01-08T20:59:40+09:00,qr,C00000095,4040,302,0.08,TH00000003,299,4037,D001|D002,0,0
R00000320,V00000320,2025-01-08T10:54:16+09:00,card,,7010,451,0.08,TH00000003,525,7084,D001|D002,0,0
R00000321,V00000321,2025-01-08T09:44:32+09:00,qr,C00000096,2730,237,0.08,TH00000003,199,2692,D001|D002,0,0
R00000322,V00000322,2025-01-08T17:41:46+09:00,card,C00000097,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00000323,V00000323,2025-01-08T11:17:46+09:00,qr,C00000098,5290,365,0.08,TH00000003,394,5319,D001|D002,0,0
R00000324,V00000324,2025-01-08T09:30:57+09:00,cash,,7530,477,0.08,TH00000003,564,7617,D001|D002,0,0
R00000325,V00000325,2025-01-08T21:32:22+09:00,cash,,13630,782,0.08,TH00000003,1028,13876,D001|D002,0,0
R00000326,V00000326,2025-01-08T19:58:19+09:00,card,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000327,V00000327,2025-01-08T13:17:59+09:00,cash,,5660,383,0.08,TH00000003,422,5699,D001|D002,0,0
R00000328,V00000328,2025-01-08T10:29:29+09:00,qr,,3360,268,0.08,TH00000003,247,3339,D001|D002,0,0
R00000329,V00000329,2025-01-08T08:01:08+09:00,qr,,2560,228,0.08,TH00000003,187,2519,D001|D002,0,0
R00000330,V00000330,2025-01-08T13:51:05+09:00,qr,,6690,435,0.08,TH00000003,500,6755,D001|D002,0,0
R00000331,V00000331,2025-01-08T19:12:36+09:00,card,C00000099,14970,849,0.08,TH00000003,1130,15251,D001|D002,0,0
R00000332,V00000332,2025-01-08T10:35:09+09:00,card,,11180,659,0.08,TH00000003,842,11363,D001|D002,0,0
R00000333,V00000333,2025-01-08T08:43:14+09:00,card,C00000100,8360,518,0.08,TH00000003,627,8469,D001|D002,0,0
R00000334,V00000334,2025-01-08T20:14:50+09:00,card,C00000101,8030,502,0.08,TH00000003,602,8130,D001|D002,0,0
R00000335,V00000335,2025-01-08T11:29:06+09:00,card,,10190,610,0.08,TH00000003,766,10346,D001|D002,0,0
R00000336,V00000336,2025-01-08T18:40:37+09:00,card,C00000102,8510,526,0.08,TH00000003,639,8623,D001|D002,0,0
R00000337,V00000337,2025-01-08T20:34:27+09:00,cash,C00000103,3380,269,0.08,TH00000003,249,3360,D001|D002,0,0
R00000338,V00000338,2025-01-08T08:16:33+09:00,qr,,6890,445,0.08,TH00000003,516,6961,D001|D002,0,0
R00000339,V00000339,2025-01-08T09:49:08+09:00,card,C00000104,9120,556,0.08,TH00000003,685,9249,D001|D002,0,0
R00000340,V00000340,2025-01-08T08:32:33+09:00,card,,2270,214,0.08,TH00000003,164,2220,D001|D002,0,0
R00000341,V00000341,2025-01-08T13:24:22+09:00,card,C00000105,10450,623,0.08,TH00000003,786,10613,D001|D002,0,0
R00000342,V00000342,2025-01-08T11:58:54+09:00,qr,C00000106,10120,606,0.08,TH00000003,761,10275,D001|D002,0,0
R00000343,V00000343,2025-01-08T15:49:42+09:00,qr,,11140,657,0.08,TH00000003,839,11322,D001|D002,0,0
R00000344,V00000344,2025-01-08T09:53:10+09:00,cash,,4900,345,0.08,TH00000003,364,4919,D001|D002,0,0
R00000345,V00000345,2025-01-08T17:51:39+09:00,qr,,8600,530,0.08,TH00000003,646,8716,D001|D002,0,0
R00000346,V00000346,2025-01-08T21:04:16+09:00,card,C00000107,6290,415,0.08,TH00000003,470,6345,D001|D002,0,0
R00000347,V00000347,2025-01-08T18:41:24+09:00,card,C00000108,2740,237,0.08,TH00000003,200,2703,D001|D002,0,0
R00000348,V00000348,2025-01-08T18:39:03+09:00,cash,C00000109,4310,316,0.08,TH00000003,320,4314,D001|D002,0,0
R00000349,V00000349,2025-01-08T18:07:12+09:00,cash,,8830,542,0.08,TH00000003,663,8951,D001|D002,0,0
R00000350,V00000350,2025-01-08T19:56:10+09:00,cash,,11840,692,0.08,TH00000003,892,12040,D001|D002,0,0
R00000351,V00000351,2025-01-08T20:16:19+09:00,card,C00000110,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000352,V00000352,2025-01-08T11:59:40+09:00,card,,6770,439,0.08,TH00000003,506,6837,D001|D002,0,0
R00000353,V00000353,2025-01-09T09:43:58+09:00,qr,,3210,261,0.08,TH00000003,236,3185,D001|D002,0,0
R00000354,V00000354,2025-01-09T12:50:38+09:00,qr,,2250,213,0.08,TH00000003,163,2200,D001|D002,0,0
R00000355,V00000355,2025-01-09T22:14:36+09:00,cash,,8140,507,0.08,TH00000003,611,8244,D001|D002,0,0
R00000356,V00000356,2025-01-09T18:08:32+09:00,card,,12560,728,0.08,TH00000003,947,12779,D001|D002,0,0
R00000357,V00000357,2025-01-09T21:40:18+09:00,card,,5070,354,0.08,TH00000003,377,5093,D001|D002,0,0
R00000358,V00000358,2025-01-09T08:43:04+09:00,card,,4080,304,0.08,TH00000003,302,4078,D001|D002,0,0
R00000359,V00000359,2025-01-09T10:35:56+09:00,card,C00000111,5850,393,0.08,TH00000003,437,5894,D001|D002,0,0
R00000360,V00000360,2025-01-09T11:01:12+09:00,qr,,800,140,0.08,TH00000003,53,713,D001|D002,0,0
R00000361,V00000361,2025-01-09T11:10:49+09:00,card,C00000112,7000,450,0.08,TH00000003,524,7074,D001|D002,0,0
R00000362,V00000362,2025-01-09T08:16:41+09:00,card,,15260,863,0.08,TH00000003,1152,15549,D001|D002,0,0
R00000363,V00000363,2025-01-09T11:56:36+09:00,qr,,2030,202,0.08,TH00000003,146,1974,D001|D002,0,0
R00000364,V00000364,2025-01-09T10:59:59+09:00,card,,10220,611,0.08,TH00000003,769,10378,D001|D002,0,0
R00000365,V00000365,2025-01-09T19:52:51+09:00,qr,C00000113,11840,692,0.08,TH00000003,892,12040,D001|D002,0,0
R00000366,V00000366,2025-01-09T11:59:02+09:00,card,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000367,V00000367,2025-01-09T22:28:11+09:00,qr,C00000114,11080,654,0.08,TH00000003,834,11260,D001|D002,0,0
R00000368,V00000368,2025-01-09T14:14:58+09:00,cash,C00000115,6460,423,0.08,TH00000003,483,6520,D001|D002,0,0
R00000369,V00000369,2025-01-09T22:26:27+09:00,cash,,7130,457,0.08,TH00000003,534,7207,D001|D002,0,0
R00000370,V00000370,2025-01-09T12:34:28+09:00,card,,4640,332,0.08,TH00000003,345,4653,D001|D002,0,0
R00000371,V00000371,2025-01-09T16:04:39+09:00,card,,2990,250,0.08,TH00000003,219,2959,D001|D002,0,0
R00000372,V00000372,2025-01-09T17:10:34+09:00,card,C00000116,3060,253,0.08,TH00000003,225,3032,D001|D002,0,0
R00000373,V00000373,2025-01-09T17:37:44+09:00,card,C00000117,9920,596,0.08,TH00000003,746,10070,D001|D002,0,0
R00000374,V00000374,2025-01-09T09:39:21+09:00,card,C00000118,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00000375,V00000375,2025-01-09T16:53:32+09:00,card,C00000119,9220,561,0.08,TH00000003,693,9352,D001|D002,0,0
R00000376,V00000376,2025-01-09T12:00:09+09:00,cash,,11180,659,0.08,TH00000003,842,11363,D001|D002,0,0
R00000377,V00000377,2025-01-09T10:11:12+09:00,qr,,1360,168,0.08,TH00000003,95,1287,D001|D002,0,0
R00000378,V00000378,2025-01-09T20:46:51+09:00,cash,,8500,525,0.08,TH00000003,638,8613,D001|D002,0,0
R00000379,V00000379,2025-01-09T20:30:02+09:00,card,,3900,295,0.08,TH00000003,288,3893,D001|D002,0,0
R00000380,V00000380,2025-01-09T18:20:08+09:00,qr,C00000120,3470,274,0.08,TH00000003,256,3452,D001|D002,0,0
R00000381,V00000381,2025-01-09T17:29:51+09:00,cash,,8910,546,0.08,TH00000003,669,9033,D001|D002,0,0
R00000382,V00000382,2025-01-09T17:35:01+09:00,cash,,7250,463,0.08,TH00000003,543,7330,D001|D002,0,0
R00000383,V00000383,2025-01-09T15:49:56+09:00,cash,,8310,516,0.08,TH00000003,624,8418,D001|D002,0,0
R00000384,V00000384,2025-01-09T18:56:43+09:00,cash,,18690,1035,0.08,TH00000003,1412,19067,D001|D002,0,0
R00000385,V00000385,2025-01-09T16:56:01+09:00,cash,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00000386,V00000386,2025-01-09T09:49:41+09:00,qr,,10900,645,0.08,TH00000003,820,11075,D001|D002,0,0
R00000387,V00000387,2025-01-09T12:24:52+09:00,card,,5900,395,0.08,TH00000003,440,5945,D001|D002,0,0
R00000388,V00000388,2025-01-09T19:47:36+09:00,cash,C00000121,7280,464,0.08,TH00000003,545,7361,D001|D002,0,0
R00000389,V00000389,2025-01-09T20:15:50+09:00,cash,,12650,733,0.08,TH00000003,953,12870,D001|D002,0,0
R00000390,V00000390,2025-01-09T20:21:48+09:00,qr,,1850,193,0.08,TH00000003,133,1790,D001|D002,0,0
R00000391,V00000391,2025-01-09T15:24:14+09:00,cash,,11590,680,0.08,TH00000003,873,11783,D001|D002,0,0
R00000392,V00000392,2025-01-10T22:02:06+09:00,card,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00000393,V00000393,2025-01-10T21:39:40+09:00,qr,,2010,201,0.08,TH00000003,145,1954,D001|D002,0,0
R00000394,V00000394,2025-01-10T08:55:57+09:00,qr,,10410,621,0.08,TH00000003,783,10572,D001|D002,0,0
R00000395,V00000395,2025-01-10T08:50:15+09:00,qr,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000396,V00000396,2025-01-10T21:31:58+09:00,qr,,1760,188,0.08,TH00000003,126,1698,D001|D002,0,0
R00000397,V00000397,2025-01-10T13:50:27+09:00,cash,,2940,247,0.08,TH00000003,215,2908,D001|D002,0,0
R00000398,V00000398,2025-01-10T11:49:56+09:00,qr,,14020,801,0.08,TH00000003,1058,14277,D001|D002,0,0
R00000399,V00000399,2025-01-10T17:19:35+09:00,card,,6600,430,0.08,TH00000003,494,6664,D001|D002,0,0
R00000400,V00000400,2025-01-10T11:18:34+09:00,qr,,3120,256,0.08,TH00000003,229,3093,D001|D002,0,0
R00000401,V00000401,2025-01-10T09:34:54+09:00,card,,10170,609,0.08,TH00000003,765,10326,D001|D002,0,0
R00000402,V00000402,2025-01-10T16:51:59+09:00,qr,,5080,354,0.08,TH00000003,378,5104,D001|D002,0,0
R00000403,V00000403,2025-01-10T13:24:16+09:00,cash,C00000122,7290,465,0.08,TH00000003,546,7371,D001|D002,0,0
R00000404,V00000404,2025-01-10T15:20:20+09:00,card,C00000123,5040,352,0.08,TH00000003,375,5063,D001|D002,0,0
R00000405,V00000405,2025-01-10T16:06:38+09:00,cash,C00000124,10020,601,0.08,TH00000003,754,10173,D001|D002,0,0
R00000406,V00000406,2025-01-10T12:32:30+09:00,cash,C00000125,7050,453,0.08,TH00000003,528,7125,D001|D002,0,0
R00000407,V00000407,2025-01-10T14:10:45+09:00,qr,,13690,785,0.08,TH00000003,1032,13937,D001|D002,0,0
R00000408,V00000408,2025-01-10T15:22:00+09:00,cash,,1360,168,0.08,TH00000003,95,1287,D001|D002,0,0
R00000409,V00000409,2025-01-10T13:34:28+09:00,card,,2400,220,0.08,TH00000003,174,2354,D001|D002,0,0
R00000410,V00000410,2025-01-10T17:33:04+09:00,card,,8370,519,0.08,TH00000003,628,8479,D001|D002,0,0
R00000411,V00000411,2025-01-10T10:30:22+09:00,qr,,2730,237,0.08,TH00000003,199,2692,D001|D002,0,0
R00000412,V00000412,2025-01-10T11:12:32+09:00,qr,C00000126,2040,202,0.08,TH00000003,147,1985,D001|D002,0,0
R00000413,V00000413,2025-01-10T20:03:17+09:00,cash,,14550,828,0.08,TH00000003,1098,14820,D001|D002,0,0
R00000414,V00000414,2025-01-10T20:29:18+09:00,qr,,1960,198,0.08,TH00000003,141,1903,D001|D002,0,0
R00000415,V00000415,2025-01-10T13:29:46+09:00,qr,,10300,615,0.08,TH00000003,775,10460,D001|D002,0,0
R00000416,V00000416,2025-01-10T11:02:22+09:00,card,,1880,194,0.08,TH00000003,135,1821,D001|D002,0,0
R00000417,V00000417,2025-01-10T10:09:16+09:00,card,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00000418,V00000418,2025-01-10T20:31:27+09:00,cash,,8520,526,0.08,TH00000003,640,8634,D001|D002,0,0
R00000419,V00000419,2025-01-10T11:49:19+09:00,card,,5960,398,0.08,TH00000003,445,6007,D001|D002,0,0
R00000420,V00000420,2025-01-10T17:00:04+09:00,qr,,2940,247,0.08,TH00000003,215,2908,D001|D002,0,0
R00000421,V00000421,2025-01-10T13:06:34+09:00,qr,,10240,612,0.08,TH00000003,770,10398,D001|D002,0,0
R00000422,V00000422,2025-01-10T20:39:18+09:00,cash,,9970,599,0.08,TH00000003,750,10121,D001|D002,0,0
R00000423,V00000423,2025-01-10T18:42:27+09:00,qr,,10620,631,0.08,TH00000003,799,10788,D001|D002,0,0
R00000424,V00000424,2025-01-10T16:09:03+09:00,cash,C00000127,7420,471,0.08,TH00000003,556,7505,D001|D002,0,0
R00000425,V00000425,2025-01-10T14:44:51+09:00,card,,5640,382,0.08,TH00000003,421,5679,D001|D002,0,0
R00000426,V00000426,2025-01-10T10:31:26+09:00,card,,5640,382,0.08,TH00000003,421,5679,D001|D002,0,0
R00000427,V00000427,2025-01-11T08:23:55+09:00,card,,3670,284,0.08,TH00000003,271,3657,D001|D002,0,0
R00000428,V00000428,2025-01-11T20:40:14+09:00,qr,,6430,422,0.08,TH00000003,481,6489,D001|D002,0,0
R00000429,V00000429,2025-01-11T17:42:01+09:00,cash,,14060,803,0.08,TH00000003,1061,14318,D001|D002,0,0
R00000430,V00000430,2025-01-11T12:54:16+09:00,cash,C00000128,11490,675,0.08,TH00000003,865,11680,D001|D002,0,0
R00000431,V00000431,2025-01-11T22:09:30+09:00,cash,C00000129,7340,467,0.08,TH00000003,550,7423,D001|D002,0,0
R00000432,V00000432,2025-01-11T23:00:00+09:00,cash,,2730,237,0.08,TH00000003,199,2692,D001|D002,0,0
R00000433,V00000433,2025-01-11T20:07:43+09:00,card,,8400,520,0.08,TH00000003,630,8510,D001|D002,0,0
R00000434,V00000434,2025-01-11T19:38:17+09:00,card,,4170,309,0.08,TH00000003,309,4170,D001|D002,0,0
R00000435,V00000435,2025-01-11T10:09:30+09:00,qr,,7970,499,0.08,TH00000003,598,8069,D001|D002,0,0
R00000436,V00000436,2025-01-11T19:11:44+09:00,card,C00000130,12890,745,0.08,TH00000003,972,13117,D001|D002,0,0
